ABBloodGroupTestResult,9_1_8655
Face,23_1_4775
Face,23_1_4776
Face,23_1_4777
Face,23_1_4778
Face,23_1_4779
Face,23_1_4780
Face,23_1_4781
Face,23_1_4782
Face,23_1_4783
Face,23_1_4784
Face,23_1_4785
Face,23_1_4786
Face,23_1_4787
Face,23_1_4788
Face,23_1_4789
Face,23_1_4790
Face,23_1_4791
Face,23_1_4792
Face,23_1_4793
Face,23_1_4794
Anonymous-735,9_1_12923
Anonymous-735,23_1_673
Anonymous-736,9_1_13049
Anonymous-737,9_1_1370
Anonymous-737,23_1_1197
RhomboidMajorMuscle,NAMEDStriatedMuscle
RhomboidMajorMuscle,23_1_257
RhomboidMajorMuscle,23_1_6660
RhomboidMajorMuscle,23_1_6792
RhomboidMajorMuscle,23_1_9236
RhomboidMajorMuscle,23_1_9237
RhomboidMajorMuscle,23_1_9238
RhomboidMajorMuscle,23_1_9239
Anonymous-738,9_1_1374
Anonymous-739,9_1_11273
UrineTransport,9_1_9242
UrineTransport,23_1_844
UretericValve,NAMEDValve
UretericValve,23_1_10867
Anonymous-74,9_1_1237
Anonymous-74,23_1_674
Anonymous-740,9_1_10723
Anonymous-740,23_1_143
Anonymous-741,9_1_1566
Anonymous-741,23_1_440
Lobe,GenericInternalStructure
Anonymous-742,9_1_1567
inferiorSelection,SuperiorInferiorPositionSelector
Anonymous-743,9_1_11211
Anonymous-743,23_1_687
Anonymous-744,9_1_10762
Anonymous-744,23_1_1202
KrabbeDisease,NAMEDSystemicDisease
Anonymous-745,9_1_1568
Anonymous-745,23_1_682
Anonymous-746,9_1_1569
Anonymous-746,23_1_1204
ImagingProcess,NAMEDGenericProcess
FundusOculi,NAMEDSensoryPart
FundusOculi,23_1_5256
Fundoscope,9_1_10688
Anonymous-747,9_1_1395
Anonymous-747,23_1_674
Anonymous-748,9_1_10668
Anonymous-749,9_1_1570
Anonymous-749,23_1_440
PieceOfSkinOrgan,9_1_6220
PieceOfSkinOrgan,23_1_8444
SpinalNerveRoot,NAMEDNervousSystemPart
SpinalNerveRoot,23_1_440
SpinalNerveRoot,23_1_9899
Anonymous-75,9_1_1571
Anonymous-75,23_1_895
Anonymous-750,9_1_1572
T8root,ThoracicNerveRoot
Anonymous-751,9_1_1573
Anonymous-751,23_1_1040
Anonymous-752,9_1_1451
Anonymous-752,23_1_1105
Anonymous-753,9_1_1257
Anonymous-753,23_1_970
Anonymous-754,9_1_10783
Anonymous-754,23_1_1208
Hepatophosphorylase,AcidHydrolase
HersDisease,NAMEDSystemicDisease
Anonymous-755,9_1_1575
Anonymous-756,9_1_1576
Anonymous-756,23_1_1211
PulmonaryVascularSystem,AnatomicalSystem
PulmonaryVascularSystem,23_1_2517
Anonymous-757,9_1_1577
MusculoSkeletalSystem,AnatomicalSystem
MusculoSkeletalSystem,23_1_7515
MusculoSkeletalSystem,23_1_7516
MusculoSkeletalSystem,23_1_7517
MusculoSkeletalSystem,23_1_7518
MusculoSkeletalSystem,23_1_7519
MusculoSkeletalSystem,23_1_7520
MusculoSkeletalSystem,23_1_7521
MusculoSkeletalSystem,23_1_7522
Anonymous-758,9_1_1578
Anonymous-758,23_1_894
Anonymous-759,9_1_1579
Anonymous-759,23_1_682
Anonymous-76,9_1_1200
Anonymous-76,23_1_945
Anonymous-760,9_1_1580
Catheter,TransportDevice
Catheter,23_1_553
Anonymous-761,9_1_886
Anonymous-761,23_1_1214
TrochlearNerve,CranialNerve
TrochlearNerve,23_1_1358
Anonymous-762,9_1_10428
Anonymous-763,9_1_897
Anonymous-763,23_1_1216
FlexorHallucisLongus,NAMEDStriatedMuscle
FlexorHallucisLongus,23_1_198
FlexorHallucisLongus,23_1_5104
FlexorHallucisLongus,23_1_5107
Anonymous-764,9_1_1582
Anonymous-764,23_1_1217
ExtensorPollicisBrevis,NAMEDStriatedMuscle
ExtensorPollicisBrevis,23_1_198
ExtensorPollicisBrevis,23_1_202
Anonymous-765,9_1_1241
Anonymous-765,23_1_899
Anonymous-766,9_1_1314
Anonymous-766,23_1_767
Anonymous-767,9_1_11233
Anonymous-767,23_1_612
Anonymous-768,9_1_10784
Anonymous-768,23_1_1219
HypertensiveCongenitalAdrenalHyperplasia,CongenitalAdrenalHyperplasia
HypertensiveCongenitalAdrenalHyperplasia,23_1_512
HypertensiveCongenitalAdrenalHyperplasia,23_1_5860
Anonymous-769,9_1_1584
Anonymous-769,23_1_143
DamagingProcess,MorphologicalChangeProcess
Anonymous-77,9_1_10108
Anonymous-77,23_1_534
Anonymous-770,9_1_1585
NervousSystem,AnatomicalSystem
NervousSystem,23_1_7667
NervousSystem,23_1_7668
NervousSystem,23_1_7669
NervousSystem,23_1_7670
NervousSystem,23_1_7671
NervousSystem,23_1_7672
NervousSystem,23_1_7673
NervousSystem,23_1_7674
NervousSystem,23_1_7675
NervousSystem,23_1_7676
NervousSystem,23_1_7677
NervousSystem,23_1_7678
Anonymous-771,9_1_1586
RespiratorySystem,AnatomicalSystem
RespiratorySystem,23_1_9158
Anonymous-772,9_1_9171
Anonymous-772,23_1_1223
SkinOfNeck,9_1_7216
SkinOfNeck,23_1_902
SkinOfNeck,23_1_1150
SkinOfNeck,23_1_9671
C3Dermatome,Dermatome
C3Dermatome,23_1_1249
C3Dermatome,23_1_2828
C3Dermatome,23_1_2830
Anonymous-773,9_1_10775
Anonymous-773,23_1_1224
SodiumLosingCongenitalAdrenalHyperplasia,CongenitalAdrenalHyperplasia
SodiumLosingCongenitalAdrenalHyperplasia,23_1_9804
Anonymous-774,9_1_10605
Anonymous-774,23_1_1028
Anonymous-775,9_1_1570
Anonymous-776,9_1_10109
Anonymous-776,23_1_534
Anonymous-777,9_1_1588
Anonymous-777,23_1_1227
AtrioventricularValve,9_1_9201
Anonymous-778,9_1_1589
Anonymous-778,23_1_1229
MinorBronchus,9_1_5370
MinorBronchus,23_1_2732
ApexOfLung,9_1_1726
Anonymous-779,9_1_13170
Anonymous-779,23_1_687
Anonymous-78,9_1_1590
GramPositiveCellWall,9_1_9245
Anonymous-780,9_1_12927
Anonymous-780,23_1_534
Anonymous-781,9_1_1047
Anonymous-781,23_1_1231
Anonymous-782,9_1_13173
Anonymous-782,23_1_687
Anonymous-783,9_1_1000
Anonymous-783,23_1_682
Anonymous-784,9_1_11204
Anonymous-784,23_1_206
Anonymous-785,9_1_1269
Anonymous-785,23_1_682
Anonymous-786,9_1_1395
Anonymous-786,23_1_682
Anonymous-787,9_1_10669
Anonymous-788,9_1_12916
Anonymous-788,23_1_673
Anonymous-789,9_1_10785
Anonymous-789,23_1_1233
Gangliosidase,9_1_13198
SandhoffDisease,NAMEDSystemicDisease
Anonymous-79,9_1_1000
Anonymous-79,23_1_1006
Anonymous-790,9_1_1593
Anonymous-790,23_1_867
Anonymous-791,9_1_1594
Anonymous-791,23_1_894
Anonymous-792,9_1_10083
Anonymous-792,23_1_673
Anonymous-793,9_1_10074
Anonymous-793,23_1_673
Anonymous-794,9_1_1003
Anonymous-794,23_1_896
Anonymous-795,9_1_1595
Anonymous-796,9_1_11205
Anonymous-796,23_1_206
Anonymous-797,9_1_11198
Anonymous-797,23_1_206
Anonymous-798,9_1_12766
Anonymous-799,9_1_1596
Anonymous-8,9_1_1200
Anonymous-8,23_1_754
Anonymous-80,9_1_1597
S2root,SacralNerveRoot
Anonymous-800,9_1_1237
Anonymous-800,23_1_1236
GluteusMedius,NAMEDStriatedMuscle
GluteusMedius,23_1_5445
Anonymous-801,9_1_1006
Anonymous-801,23_1_1141
Anonymous-803,9_1_1598
Anonymous-803,23_1_1237
L4Dermatome,Dermatome
L4Dermatome,23_1_753
Anonymous-804,9_1_1371
Anonymous-804,23_1_953
Anonymous-805,9_1_1011
Anonymous-805,23_1_1238
Thyrotropin,Glycoprotein
Thyrotropin,23_1_507
Anonymous-806,9_1_12458
Anonymous-806,23_1_1124
Anonymous-807,9_1_12931
Anonymous-807,23_1_1240
BloodSample,9_1_2187
BloodSample,23_1_2506
Anonymous-809,9_1_1600
Anonymous-809,23_1_785
Anonymous-81,9_1_1371
Anonymous-81,23_1_682
Anonymous-810,9_1_1264
linear,AbsoluteShapeState
Anonymous-811,9_1_900
Anonymous-811,23_1_1076
Anonymous-812,9_1_1221
Anonymous-812,23_1_1021
Anonymous-813,9_1_13174
Anonymous-813,23_1_206
Anonymous-814,9_1_12459
Anonymous-814,23_1_1244
DeltaIsletCell,IsletCell
Anonymous-815,9_1_11217
Anonymous-815,23_1_206
Anonymous-816,9_1_1215
Anonymous-816,23_1_1216
Anonymous-817,9_1_1602
Anonymous-817,23_1_1246
TemporalBone,NAMEDBone
TemporalBone,23_1_440
TemporalBone,23_1_10345
TemporalBone,23_1_10346
InfratemporalFossa,NAMEDFossa
InfratemporalFossa,23_1_6115
InfratemporalFossa,23_1_6116
InfratemporalFossa,23_1_6117
Anonymous-818,9_1_1603
Anonymous-818,23_1_143
obliquePresentation,IntrauterineBodyPositionState
Anonymous-819,9_1_1451
Anonymous-819,23_1_732
Anonymous-82,9_1_1604
Anonymous-82,23_1_1062
Anonymous-820,9_1_1258
Anonymous-820,23_1_1248
SubscapularisMuscle,NAMEDStriatedMuscle
SubscapularisMuscle,23_1_1808
SubscapularisMuscle,23_1_6792
SubscapularisMuscle,23_1_10073
SubscapularisMuscle,23_1_10074
Anonymous-821,9_1_10604
Anonymous-821,23_1_712
Anonymous-822,9_1_1605
C3root,CervicalNerveRoot
C3root,23_1_2831
Anonymous-823,9_1_1606
LobularParenchyma,9_1_5053
Anonymous-824,9_1_1607
Anonymous-824,23_1_1252
Tissue,Substance
Tissue,23_1_2578
ExtremityBodyPart,NAMEDSurfaceBodyPart
ExtremityBodyPart,23_1_4704
Anonymous-825,9_1_1608
Anonymous-826,9_1_1444
Anonymous-826,23_1_1254
PronatorQuadtratus,NAMEDStriatedMuscle
PronatorQuadtratus,23_1_198
PronatorQuadtratus,23_1_5102
Anonymous-827,9_1_1609
GenitoUrinarySystem,AnatomicalSystem
Anonymous-828,9_1_1610
Anonymous-828,23_1_1257
RightHeartVentricle,9_1_6825
RightHeartVentricle,23_1_9274
RightHeartVentricle,23_1_9275
RightHeartVentricle,23_1_9276
RightHeartVentricle,23_1_9277
RightHeartVentricle,23_1_9278
RightHeartVentricle,23_1_9279
TricuspidPapillaryMuscle,9_1_8093
TricuspidPapillaryMuscle,23_1_1116
Anonymous-829,9_1_1611
Anonymous-829,23_1_682
Anonymous-83,9_1_1404
Anonymous-83,23_1_1039
Anonymous-830,9_1_1612
C7root,CervicalNerveRoot
Anonymous-831,9_1_10786
Anonymous-831,23_1_1260
PlasmaThromboplasticComponent,BloodClottingFactor
PlasmaThromboplasticComponent,23_1_1462
HaemophiliaB,Haemophilia
Anonymous-832,9_1_10606
Anonymous-832,23_1_915
Anonymous-833,9_1_1615
Anonymous-833,23_1_143
Anonymous-834,9_1_1241
Anonymous-834,23_1_1262
FlexorPollicisBrevis,NAMEDStriatedMuscle
Anonymous-835,9_1_1616
Anonymous-835,23_1_798
Anonymous-836,9_1_1331
Anonymous-836,23_1_742
Anonymous-837,9_1_1617
Anonymous-837,23_1_143
Anonymous-838,9_1_10787
Anonymous-838,23_1_1265
ArylSulphataseA,AcidHydrolase
MetachromaticLeukodystrophy,NAMEDSystemicDisease
Anonymous-839,9_1_1001
Anonymous-839,23_1_732
Anonymous-84,9_1_1619
Chlorine,ElementalChemical
Chlorine,23_1_272
Anonymous-840,9_1_1538
Anonymous-840,23_1_954
Anonymous-841,9_1_10668
Anonymous-842,9_1_1620
Anonymous-842,23_1_682
Anonymous-843,9_1_1621
Anonymous-843,23_1_697
Anonymous-844,9_1_1035
Anonymous-844,23_1_1266
Anonymous-845,9_1_1622
Anonymous-846,9_1_1623
Anonymous-846,23_1_1268
ExtensorDigitiMinimi,NAMEDStriatedMuscle
ExtensorDigitiMinimi,23_1_202
ExtensorDigitiMinimi,23_1_257
ExtensorDigitiMinimi,23_1_4640
Anonymous-847,9_1_1624
Anonymous-847,23_1_1046
Clostridium,Bacterium
Anonymous-848,9_1_1001
Anonymous-848,23_1_1270
ExternalObturatorMuscle,NAMEDStriatedMuscle
ExternalObturatorMuscle,23_1_198
ExternalObturatorMuscle,23_1_373
Anonymous-849,9_1_1625
Anonymous-849,23_1_1272
Anonymous-85,9_1_10077
Anonymous-85,23_1_687
Anonymous-850,9_1_12460
Anonymous-850,23_1_959
Anonymous-851,9_1_1497
Anonymous-851,23_1_682
Anonymous-852,9_1_12921
Anonymous-852,23_1_206
Anonymous-853,9_1_1626
Anonymous-853,23_1_682
Anonymous-854,9_1_1349
Anonymous-854,23_1_1025
Anonymous-855,9_1_13182
Anonymous-855,23_1_1275
red,AdditiveColourState
Anonymous-856,9_1_1276
Anonymous-856,23_1_734
Anonymous-857,9_1_894
Anonymous-857,23_1_945
Anonymous-858,9_1_1627
Anonymous-858,23_1_1277
PosteriorThirdOfDorsumOfTongue,9_1_6344
PosteriorThirdOfDorsumOfTongue,23_1_8687
GlossopharyngealNerve,CranialNerve
GlossopharyngealNerve,23_1_5428
GlossopharyngealNerve,23_1_5429
GlossopharyngealNerve,23_1_5430
Anonymous-86,9_1_1628
PlantarRegionOfFoot,9_1_9064
PlantarRegionOfFoot,23_1_8492
PlantarRegionOfFoot,23_1_8493
PlantarRegionOfFoot,23_1_8494
PlantarRegionOfFoot,23_1_8495
PlantarRegionOfFoot,23_1_8496
PlantarRegionOfFoot,23_1_8497
PlantarRegionOfFoot,23_1_8498
PlantarRegionOfFoot,23_1_8499
Anonymous-87,9_1_11191
Anonymous-87,23_1_687
Anonymous-88,9_1_11203
Anonymous-88,23_1_687
Anonymous-89,9_1_1564
Anonymous-9,9_1_10752
Anonymous-9,23_1_1279
Anonymous-90,9_1_1002
Anonymous-90,23_1_1280
FlexorHallucisBrevis,NAMEDStriatedMuscle
Anonymous-91,9_1_893
Anonymous-91,23_1_825
Anonymous-92,9_1_1395
Anonymous-92,23_1_972
Anonymous-93,9_1_10788
Anonymous-93,23_1_1282
Phosphofructokinase,AcidHydrolase
Type7Glycogenosis,NAMEDSystemicDisease
Anonymous-94,9_1_1630
RenalParenchyma,9_1_6701
Anonymous-95,9_1_1444
Anonymous-95,23_1_917
Anonymous-96,9_1_1571
Anonymous-96,23_1_682
Anonymous-97,9_1_1631
T4root,ThoracicNerveRoot
Anonymous-98,9_1_12916
Anonymous-98,23_1_687
Anonymous-99,9_1_899
Anonymous-99,23_1_899
AnoplocephalaMagna,Anoplocephalidae
Anoplocephalidae,NonTaeniidae
AnoplocephalaPerfoliata,Anoplocephalidae
NonTaeniidae,Cyclophyllidea
Anoplura,Louse
Louse,Hexapoda
AnorectalSegment,9_1_1632
RectumToAnus,NAMEDGITractBodyPart
RectumToAnus,23_1_9083
RectumToAnus,23_1_9084
decreased,changed
AnorexiaSymptom,9_1_1634
Anorgasmia,9_1_11281
Orgasm,NAMEDSexualProcess
Anoscope,9_1_10671
Anosmia,9_1_11282
Smell,9_1_7267
Smell,23_1_9792
Smell,23_1_9793
Anovulation,9_1_11283
Ovulation,NAMEDReproductiveProcess
Ovulation,23_1_3924
Ovulation,23_1_8002
AnovulatoryInfertility,NAMEDReproductiveDiseaseProcess
Anoxia,9_1_12493
Oxygen,ElementalChemical
AnsaCervicalis,NAMEDNervousSystemPart
AnserinePlexus,NAMEDNervePlexus
Antagonising,Inhibiting
Antazoline,NAMEDActiveDrugIngredient
AntazolineHydrochloride,Antazoline
AntazolineSulphate,Antazoline
Anteater,Myrmecophagidae
Myrmecophagidae,Edentata
AntebrachialFascia,NAMEDFascia
NAMEDFascia,Fascia
AntecubitalVeinRoute,9_1_10145
BrachialFossa,NAMEDFossa
BrachialFossa,23_1_644
BrachialFossa,23_1_2420
BrachialFossa,23_1_2634
BrachialFossa,23_1_2635
BrachialFossa,23_1_2636
BrachialFossa,23_1_2637
BrachialFossa,23_1_2638
BrachialFossa,23_1_2639
Antelope,Bovidae
Bovidae,Bovoidea
AntenatalBabyhood,Babyhood
Babyhood,PeriodDuringYouth
PeriodDuringPregnancy,PeriodDuringLifespan
AnteriorAorticSinus,9_1_11285
AnteriorAorticSinus,23_1_32
AorticSinus,9_1_10574
AorticSinus,23_1_612
AorticSinus,23_1_1495
AnteriorApicalLeftHeartVentricle,9_1_9660
AnteriorAtlantoOccipitalMembrane,9_1_1638
AtlantoOccipitalMembrane,NAMEDMembrane
AtlantoOccipitalMembrane,23_1_677
AtlantoOccipitalMembrane,23_1_1699
AtlantoOccipitalMembrane,23_1_1701
AtlantoOccipitalMembrane,23_1_1702
AtlantoOccipitalMembrane,23_1_1703
AnteriorAuditoryMeatalWall,9_1_8973
ExternalAuditoryMeatalWall,9_1_3663
AnteriorAuricularMuscle,NAMEDStriatedMuscle
AnteriorAuricularMuscle,23_1_1292
FacialExpressionProcess,CommunicationProcess
FacialExpressionProcess,23_1_4808
FacialExpressionProcess,23_1_4809
FacialExpressionProcess,23_1_4810
FacialExpressionProcess,23_1_4811
FacialExpressionProcess,23_1_4812
FacialExpressionProcess,23_1_4813
FacialExpressionProcess,23_1_4814
FacialExpressionProcess,23_1_4815
FacialExpressionProcess,23_1_4816
FacialExpressionProcess,23_1_4817
FacialExpressionProcess,23_1_4818
FacialExpressionProcess,23_1_4819
FacialExpressionProcess,23_1_4820
FacialExpressionProcess,23_1_4821
FacialExpressionProcess,23_1_4822
FacialExpressionProcess,23_1_4823
FacialExpressionProcess,23_1_4824
FacialExpressionProcess,23_1_4825
FacialExpressionProcess,23_1_4826
FacialExpressionProcess,23_1_4827
AnteriorBasalLeftHeartVentricle,9_1_9661
lowerSelection,UpperLowerPositionSelector
AnteriorBodyWall,9_1_1639
AtLeastPairedBodyWall,9_1_1825
AnteriorBorderOfThyroidLobe,9_1_9041
LobeOfThyroidGland,9_1_5050
LobeOfThyroidGland,23_1_6896
AnteriorCalcanealTubercle,9_1_1640
InferiorCalcanealTubercle,9_1_4481
AnteriorCecalArtery,9_1_1641
AnteriorCecalArtery,23_1_1296
Cecum,NAMEDGITractBodyPart
Cecum,23_1_3005
Cecum,23_1_3006
Cecum,23_1_3007
Cecum,23_1_3008
Cecum,23_1_3009
Cecum,23_1_3010
AnteriorCerebralArtery,CerebralArtery
AnteriorCerebralArtery,23_1_1297
AnteriorCerebralArtery,23_1_1298
AnteriorCerebralArtery,23_1_1299
AnteriorCerebralArtery,23_1_1300
CerebralArtery,NAMEDSystemicArtery
CerebralArtery,23_1_440
CerebralArtery,23_1_1323
AnteriorCerebralCorticalArtery,9_1_1642
AnteriorCerebralCorticalArtery,23_1_1306
AnteriorCerebralCorticalArtery,23_1_1307
AnteriorCerebralBifurcation,NAMEDJunction
AnteriorCerebralBifurcation,23_1_1301
AnteriorCerebralBifurcation,23_1_1302
AnteriorCerebralBifurcation,23_1_1303
AnteriorCerebralBifurcation,23_1_1304
InternalCarotidBifurcation,NAMEDJunction
InternalCarotidBifurcation,23_1_1304
InternalCarotidBifurcation,23_1_6199
InternalCarotidBifurcation,23_1_6200
InternalCarotidBifurcation,23_1_6201
InternalCarotidBifurcation,23_1_6202
InternalCarotidBifurcation,23_1_6203
NAMEDJunction,Junction
CorticalArtery,NAMEDSystemicArtery
CorticalArtery,23_1_198
CorticalArtery,23_1_440
AnteriorCervicalLymphnode,9_1_1643
AnteriorCervicalLymphnode,23_1_440
AnteriorJugularVein,JugularVein
AnteriorJugularVein,23_1_440
AnteriorChamberComponent,9_1_1644
ChamberOfEye,NAMEDBodySpace
ChamberOfEye,23_1_644
ChamberOfEye,23_1_3145
AqueousHumor,NAMEDSensoryPart
AqueousHumor,23_1_643
AqueousHumor,23_1_644
CanalOfSchlemm,Canal
CanalOfSchlemm,23_1_643
CanalOfSchlemm,23_1_644
CiliaryBody,NAMEDSensoryPart
CiliaryBody,23_1_408
CiliaryBody,23_1_643
Iris,NAMEDSensoryPart
Iris,23_1_643
Iris,23_1_644
Iris,23_1_3240
Iris,23_1_6365
Lens,NAMEDSensoryPart
Lens,23_1_643
Lens,23_1_644
Lens,23_1_5828
Lens,23_1_6365
Lens,23_1_6765
Lens,23_1_6766
PupilOfEye,9_1_6592
PupilOfEye,23_1_643
PupilOfEye,23_1_644
CiliaryMuscle,NAMEDStriatedMuscle
CiliaryMuscle,23_1_3240
CiliaryMuscle,23_1_3241
DilatorPupillaeMuscle,NAMEDMuscle
DilatorPupillaeMuscle,23_1_3241
DilatorPupillaeMuscle,23_1_4083
SphincterPupillaeMuscle,NAMEDMuscle
SphincterPupillaeMuscle,23_1_3241
SphincterPupillaeMuscle,23_1_4083
AnteriorChoroidalArtery,ChoroidalArtery
AnteriorChoroidalArtery,23_1_1319
AnteriorChoroidalArtery,23_1_1320
ChoroidalArtery,NAMEDSystemicArtery
ChoroidalArtery,23_1_1323
ChoroidPlexus,NAMEDVascularPlexus
AnteriorCircumflexHumeralArtery,CircumflexHumeralArtery
CircumflexHumeralArtery,NAMEDSystemicArtery
CircumflexHumeralArtery,23_1_198
CircumflexHumeralArtery,23_1_1802
AnteriorClinoidProcess,ClinoidProcess
AnteriorClinoidProcess,23_1_1321
ClinoidProcess,NAMEDSolidBoneDivisions
ClinoidProcess,23_1_440
TentoriumCerebelli,NAMEDNervousSystemPart
TentoriumCerebelli,23_1_10382
AnteriorCommunicatingArtery,CommunicatingArtery
AnteriorCommunicatingArtery,23_1_1322
AnteriorCommunicatingArtery,23_1_1323
CommunicatingArtery,NAMEDSystemicArtery
CommunicatingArtery,23_1_198
MiddleCerebralTrifurcation,NAMEDJunction
MiddleCerebralTrifurcation,23_1_1304
MiddleCerebralTrifurcation,23_1_6200
MiddleCerebralTrifurcation,23_1_6202
MiddleCerebralTrifurcation,23_1_7358
MiddleCerebralTrifurcation,23_1_7359
CranialCavity,9_1_3010
CranialCavity,23_1_2659
CranialCavity,23_1_3715
CranialCavity,23_1_3716
CranialCavity,23_1_3717
CranialCavity,23_1_3718
CranialCavity,23_1_3719
CranialCavity,23_1_3720
CranialCavity,23_1_3721
CranialCavity,23_1_3722
CranialCavity,23_1_3723
CranialCavity,23_1_3724
CranialCavity,23_1_3725
CranialCavity,23_1_3726
CranialCavity,23_1_3727
CranialCavity,23_1_3728
CranialCavity,23_1_3729
CranialCavity,23_1_3730
CranialCavity,23_1_3731
CranialCavity,23_1_3732
CranialCavity,23_1_3733
CranialCavity,23_1_3734
CranialCavity,23_1_3735
CranialCavity,23_1_3736
CranialCavity,23_1_3737
CranialCavity,23_1_3738
CranialCavity,23_1_3739
CranialCavity,23_1_3740
CranialCavity,23_1_3741
CranialCavity,23_1_3742
CranialCavity,23_1_3743
CranialCavity,23_1_3744
CranialCavity,23_1_3745
CranialCavity,23_1_3746
CranialCavity,23_1_3747
CranialCavity,23_1_3748
CranialCavity,23_1_3749
CranialCavity,23_1_3750
AnteriorCoronaryPlexus,NAMEDNervePlexus
AnteriorCranialFossa,CranialFossa
AnteriorCranialFossa,23_1_612
AnteriorCranialFossa,23_1_1324
AnteriorCranialFossa,23_1_1325
AnteriorCranialFossa,23_1_1326
AnteriorCranialFossa,23_1_1327
AnteriorCranialFossa,23_1_1328
AnteriorCranialFossa,23_1_1329
AnteriorCranialFossa,23_1_1330
AnteriorCranialFossa,23_1_1331
AnteriorCranialFossa,23_1_1332
AnteriorCranialFossa,23_1_1333
AnteriorCranialFossa,23_1_1334
AnteriorCranialFossa,23_1_1335
CranialFossa,NAMEDFossa
CranialFossa,23_1_3751
BaseOfSkull,9_1_2053
BaseOfSkull,23_1_2324
BaseOfSkull,23_1_2325
BaseOfSkull,23_1_2326
BaseOfSkull,23_1_2327
BaseOfSkull,23_1_2328
BaseOfSkull,23_1_2329
BaseOfSkull,23_1_2330
BaseOfSkull,23_1_2331
FloorOfAnteriorCranialFossa,9_1_3862
FloorOfAnteriorCranialFossa,23_1_1201
FloorOfAnteriorCranialFossa,23_1_2527
FloorOfAnteriorCranialFossa,23_1_5111
FloorOfAnteriorCranialFossa,23_1_5112
FloorOfAnteriorCranialFossa,23_1_5113
FloorOfAnteriorCranialFossa,23_1_5114
FloorOfAnteriorCranialFossa,23_1_5115
AnteriorEthmoidalNerve,NAMEDNerve
AnteriorEthmoidalNerve,23_1_254
AnteriorEthmoidalNerve,23_1_1358
AnteriorPartOfCerebralHemisphere,9_1_8976
AnteriorPartOfCerebralHemisphere,23_1_1416
CisternaAmbiens,NAMEDCisterna
CisternaAmbiens,23_1_1416
CisternaAmbiens,23_1_3255
CisternaAmbiens,23_1_3256
CisternaChiasmatis,NAMEDCisterna
CisternaChiasmatis,23_1_1416
CisternaChiasmatis,23_1_3255
CisternaChiasmatis,23_1_3256
CisternaFossaeLateralisCerebri,NAMEDCisterna
CisternaFossaeLateralisCerebri,23_1_1416
CisternaFossaeLateralisCerebri,23_1_3255
CisternaFossaeLateralisCerebri,23_1_3256
FalxCerebri,NAMEDFalx
FalxCerebri,23_1_4864
FrontalLobe,CerebralLobe
FrontalLobe,23_1_5275
FrontalLobe,23_1_5276
FrontalLobe,23_1_5277
OlfactoryBulb,9_1_5773
OlfactoryBulb,23_1_7823
OlfactoryNerve,CranialNerve
OlfactoryNerve,23_1_7827
OlfactoryNerve,23_1_7828
CruciateLigament,NAMEDLigament
CruciateLigament,23_1_3353
AnteriorCuspOfPulmonaryValve,9_1_9682
AnteriorDeepTemporalArtery,DeepTemporalArtery
DeepTemporalArtery,TemporalArtery
AnteriorDivisionOfFemoralNerve,NAMEDNerve
AnteriorDivisionOfFemoralNerve,23_1_254
AnteriorDivisionOfFemoralNerve,23_1_1336
AnteriorDivisionOfFemoralNerve,23_1_1337
AnteriorDivisionOfFemoralNerve,23_1_1338
AnteriorDivisionOfFemoralNerve,23_1_1339
IntermediateCutaneousNerveOfThigh,NAMEDNerve
IntermediateCutaneousNerveOfThigh,23_1_254
IntermediateCutaneousNerveOfThigh,23_1_1355
MedialCutaneousNerveOfThigh,NAMEDNerve
MedialCutaneousNerveOfThigh,23_1_1355
FemoralNerve,NAMEDNerve
FemoralNerve,23_1_254
FemoralNerve,23_1_1354
FemoralNerve,23_1_4955
FemoralNerve,23_1_4956
FemoralNerve,23_1_4957
FemoralNerve,23_1_4958
FemoralNerve,23_1_4959
FemoralNerve,23_1_4960
AnteriorDivisionOfInternalIliacArtery,NAMEDSystemicArtery
AnteriorDivisionOfInternalIliacArtery,23_1_440
AnteriorDivisionOfInternalIliacArtery,23_1_1340
AnteriorDivisionOfInternalIliacArtery,23_1_1341
AnteriorDivisionOfInternalIliacArtery,23_1_1342
AnteriorDivisionOfInternalIliacArtery,23_1_1343
AnteriorDivisionOfInternalIliacArtery,23_1_1344
AnteriorDivisionOfInternalIliacArtery,23_1_1345
AnteriorDivisionOfInternalIliacArtery,23_1_1346
AnteriorDivisionOfInternalIliacArtery,23_1_1347
InferiorGlutealArtery,NAMEDSystemicArtery
InferiorGlutealArtery,23_1_440
InferiorVesicalArtery,VesicalArtery
InferiorVesicalArtery,23_1_440
InternalPudendalArtery,PudendalArtery
InternalPudendalArtery,23_1_6225
MiddleRectalArtery,RectalArtery
MiddleRectalArtery,23_1_440
ObturatorArtery,NAMEDSystemicArtery
ObturatorArtery,23_1_440
UterineArtery,NAMEDSystemicArtery
UterineArtery,23_1_440
VaginalArtery,NAMEDSystemicArtery
VaginalArtery,23_1_440
AnteriorDivisionOfObturatorNerve,NAMEDNerve
AnteriorDivisionOfObturatorNerve,23_1_1348
AnteriorDivisionOfObturatorNerve,23_1_1349
AnteriorDivisionOfObturatorNerve,23_1_1350
AnteriorDivisionOfObturatorNerve,23_1_1351
AnteriorDivisionOfObturatorNerve,23_1_1352
AnteriorDivisionOfObturatorNerve,23_1_1353
AnteriorDivisionOfObturatorNerve,23_1_1354
AnteriorDivisionOfObturatorNerve,23_1_1355
